No,Location ID,State,Area Code,Area Name,Premise Type,Premise Name,LatLong Location,PM Cycle,Last Maintenance Date,PM Date,Status,Commission Date,DLP End Date,DLP Period,Security Control,Guard Type,Current Active Service Requests
300,C300,Perak,6222,Kuala Kangsar,Kedai Tenaga,KT Kuala Kangsar,,18,04/12/2025,28/05/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
301,C301,Perak,6014,Slim River,Kedai Tenaga,KT Slim River,,18,18/11/2025,12/05/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
302,C302,Perak,6227,Seri Manjung,Kedai Tenaga,KT Seri Manjung,,18,11/11/2025,05/05/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
303,C303,Perak,6225,Sg Siput Utara,PMU GIS,"PMU GIS, NEW KHANTAN","4.755671, 101.119377",18,08/01/2025,02/07/2026,Commissioned,3/20/2023,3/19/2024,365,Unmanned,,"689f489b , 753d39c3 , ee6b6e07 , 0cbaafef , 17e95f13-0c1f-40d1-91fb-d1588b467e54"
304,C304,Perak,6210,Ipoh,PMU GIS,"PMU GIS, MENGLEMBU","4.571913, 101.055540",18,07/01/2025,01/07/2026,Commissioned,2/28/2023,2/28/2024,365,Unmanned,,"f1f1bb10 , 7482c949"
305,C305,Perak,6210,Ipoh,PMU GIS,PMU GIS SILIBIN,"4.611336, 101.064795",18,06/01/2025,30/06/2026,Commissioned,2/27/2023,2/27/2024,365,Unmanned,,a13120af
306,C306,Perak,6210,Ipoh,PMU GIS,PMU KAMPUNG JAWA,"4.599650, 101.080610",18,08/12/2025,01/06/2027,Commissioned,2/14/2022,2/14/2023,365,Unmanned,,"0b833e6f , 8fed1a64 , 409fb08b , 291803b5 , 621238d9"
307,C307,Perak,6227,Seri Manjung,PPU,PPU 33 KV PANTAI REMIS,,18,18/10/2024,11/04/2026,Commissioned,6/28/2024,6/28/2025,365,Unmanned,,"891b937a , 740a9b16-1c79-4c00-ab60-faf831f206ca , 76d23946-4ba8-4cbe-b976-f6891c1aab4e"
308,C308,Perak,6210,Ipoh,PPU,"PPU MERU RAYA 33/11KV, IPOH","4.668950, 101.070557",18,13/06/2023,04/12/2024,Commissioned,6/27/2024,6/27/2025,365,,,"5aad9c2a-4d26-4afb-9a8e-87f083a4663e , 4ca7aa41-5032-4611-9b26-b6aee3631a79"
309,C309,Perak,6210,Ipoh,PPU,"PPU 33KV JELAPANG INDUSTRI, IPOH",,18,18/04/2025,10/10/2026,Commissioned,8/11/2024,8/11/2025,365,,,51b4190a
310,C310,Perak,6210,Ipoh,PMU GIS,PMU GREENTOWN,"4.600591, 101.098206",18,08/12/2026,31/05/2028,Commissioned,12/1/2022,12/1/2023,365,Unmanned,,"bce41285 , fc412967 , 44feccc0 , f9e88a3f , 387104fd"
311,C311,Perak,6210,Ipoh,PPU,"PPU 33 KV SIMPANG PULAI, PERAK","4.525418, 101.124117",18,18/04/2025,10/10/2026,Commissioned,7/11/2024,7/11/2025,365,,,1deb36fb
312,C312,Perak,6227,Seri Manjung,PMU SP,PMU Ayer Tawar (REHAB),"4.327658, 100.786927",18,12/06/2025,04/12/2026,Commissioned,,,365,Manned,Auxilliary Police,0a5a7102
313,C313,Perak,6218,Parit,Kedai Tenaga,KT Seri Iskandar (Parit),,18,11/11/2025,05/05/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
314,C314,Perak,6221,Batu Gajah,Kedai Tenaga,KT Batu Gajah,,18,04/12/2025,28/05/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
315,C315,Perak,6210,Ipoh,PPU,PPU 33/11KV MALAYSINO,"4.548595, 101.046549",18,11/10/2024,04/04/2026,Commissioned,11/10/2024,11/10/2025,365,Unmanned,,"922bcff5 , 6d5b9848 , eac8cb30-4ca0-48de-ad61-cceaa79c542a , 3aa0ba90-e2c1-42d8-8015-012f6ddef310"
316,C316,Perak,6212,Bidor,Kedai Tenaga,KT Bidor,,18,13/11/2025,07/05/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
317,C317,Perak,6013,Tapah,Kedai Tenaga,KT Tapah,,18,13/11/2025,07/05/2027,Commissioned,12/30/2016,,365,Manned,Private Security,"36ee6879-846b-40d8-8ce1-4e943abde60c , 064eff4b-88bc-43a6-b898-8b913bb24626"
318,C318,Perak,6223,Grik,PPU,PPU BANDING ( CASE SERANGAN GAJAH ),"5.543322, 101.328832",18,14/10/2024,07/04/2026,Commissioned,10/14/2024,10/14/2025,365,Unmanned,,"19d33d44 , b4bbf0e2 , 85d7ee5c-73f8-46ca-a24e-f89257e6414a , baf21911-2610-491d-b243-e67e3d4dd351"
319,C319,Perak,6252,Hutan Melintang,Kedai Tenaga,KT Hutan Melintang,,18,12/11/2025,06/05/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
320,C320,Perak,6210,Ipoh,Kedai Tenaga,KT UTC Ipoh,,18,12/11/2025,06/05/2027,Commissioned,12/30/2016,,365,Manned,Private Security,0086b54e
321,C321,Perak,6224,Bagan Serai,Kedai Tenaga,KT Bagan Serai,,18,12/11/2025,06/05/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
322,C322,Perak,6210,Ipoh,PMU GIS,PMU GIS TASEK CEMENT,"4.634615, 101.101774",18,09/01/2025,03/07/2026,Commissioned,3/21/2023,3/20/2024,365,Unmanned,,"fbfd3579 , 37acab4f , 2d243860"
323,C323,Perlis,6201,Perlis,Pejabat TNB,Wisma Kangar,,18,10/09/2024,04/03/2026,Commissioned,,,365,Manned,,92a37922-1354-4609-880d-5a0659a7dafe
324,C324,Perlis,6201,Perlis,PMU SP,PMU Chuping,"6.487398, 100.282558",18,06/08/2024,28/01/2026,Commissioned,,,365,Manned,Auxilliary Police,"1ff46468-ec6f-4f94-92ce-04117e989dc0 , 4c186f1d-3660-4a71-9298-5299781a6f57"
325,C325,Perlis,6201,Perlis,Kedai Tenaga,KT Kangar,,18,19/01/2026,13/07/2027,Commissioned,12/30/2016,,365,Manned,Private Security,"d4f1aa24 , 175fac0c"
326,C326,Pulau Pinang,6231,Seberang Jaya,PPU,PPU 33/11KV DELL,"5.340728, 100.441187",18,15/10/2024,08/04/2026,Commissioned,6/21/2024,6/21/2025,365,Unmanned,,"836f3501 , 1f0eb308-9735-49ed-8078-da857ad1ff93 , 125c58db-aa15-4c62-9276-24174a07d9a8"
327,C327,Pulau Pinang,6231,Seberang Jaya,PPU,"PPU 33/11 KV STC, BUTTERWORTH","5.401024, 100.366356",18,15/10/2024,08/04/2026,Commissioned,6/19/2024,6/19/2025,365,Unmanned,,bfbc4c76
328,C328,Pulau Pinang,6231,Seberang Jaya,PPU,PPU Science Park,"5.290048, 100.443536",18,18/11/2025,12/05/2027,Commissioned,3/14/2019,,365,Unmanned,,"e54483de , 7bc1c0db , 75bb20af , c048cf27 , f49e6afb-91c2-449b-9c6a-dd5ff9860d56 , a5ef9144-fd4d-4314-a6d2-f2e7f6e96638"
329,C329,Pulau Pinang,6231,Seberang Jaya,PPU,PPU 33/11KV JALAN PERUSAHAAN NO 2 (RUBICON),"5.361731, 100.400940",18,16/10/2024,09/04/2026,Commissioned,6/20/2024,6/20/2025,365,Unmanned,,"381954b1 , d6b615cf , 7d78acb8 , ca66459e , 073b4d30"
330,C330,Pulau Pinang,6261,Bayan Baru,PPU,"PPU TELUK KUMBAR, GEORGETOWN","5.291539, 100.250060",18,26/06/2024,18/12/2025,Commissioned,6/26/2024,6/26/2025,365,Unmanned,,"afb431e8 , dbb5e8a4 , df3b313d , 317872cd , 8b89843d , 419701f4-9508-4cd8-ab2e-e6ea2c3a100e"
331,C331,Pulau Pinang,6230,Bertam,PPU,"PPU PADANG MENORA, TASIK GELUGOR","5.464193, 100.472344",18,21/11/2024,15/05/2026,Commissioned,,,365,,,b5a3eccc
332,C332,Pulau Pinang,6261,Bayan Baru,PMU GIS,PMU Sungai Ara,"5.337741, 100.268079",18,17/04/2025,09/10/2026,Commissioned,,,365,,,
333,C333,Pulau Pinang,6260,Pulau Pinang,PMU GIS,PMU Datuk Keramat,"5.412914, 100.312179",18,18/04/2025,10/10/2026,Commissioned,,,365,,,5d9ec5a5
334,C334,Pulau Pinang,6261,Bayan Baru,Pejabat TNB,Pejabat PRCC Bayan Baru/Bayan Lepas,,18,12/09/2024,06/03/2026,Commissioned,,,365,Manned,,"3d034590-c8b2-48e9-81c1-c6498ff98aa5 , 113b66e5-231d-4e99-a16e-df260fe03125"
335,C335,Pulau Pinang,6232,Nibong Tebal,PPU,PPU 33/11KV BANDAR TASEK MUTIARA,"5.281996, 100.487028",18,10/10/2024,03/04/2026,Commissioned,10/10/2024,10/10/2025,365,Unmanned,,"8a79b6e8 , b0b0f96b , 9766d8ce , 99cea51c-5595-4754-a7f0-bb26fbebd5a6 , 0fbfffe9-b3e6-495c-9733-c7d835361a6a"
336,C336,Pulau Pinang,6260,Pulau Pinang,Pejabat TNB,Wisma Anson,,18,19/05/2025,10/11/2026,Commissioned,,,365,Manned,,"6c749ba3-1f14-4523-9d07-78dce29af112 , 393fbc65-c7f4-4530-8e36-4e2c9fa4ff98"
337,C337,Pulau Pinang,6260,Pulau Pinang,Pusat Peranginan,Cahaya The Reef,"5.480979, 100.269989",18,,,New,,,,,,b92fdbba
338,C338,Pulau Pinang,6260,Pulau Pinang,PMU GIS,PMU Tanjung Tokong,"5.456535, 100.309758",18,23/04/2025,15/10/2026,Commissioned,,,365,,,"81e06dd0 , 8cb41ba3"
339,C339,Pulau Pinang,6232,Nibong Tebal,Warehouse,Stor Bukit Tambun,,18,15/08/2024,06/02/2026,Commissioned,,,365,Manned,,"ecf3f2bb-367c-4efc-ba05-6ba3b7ff2c26 , 1ffaa18b-f5de-45f5-a852-c8c4e55f4413"
340,C340,Pulau Pinang,6230,Bertam,Kedai Tenaga,KT Bertam,,18,21/10/2025,14/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,b473e804
341,C341,Pulau Pinang,6261,Bayan Baru,Kedai Tenaga,KT Bayan Baru,"5.326481, 100.285766",18,31/10/2025,24/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,860c0747
342,C342,Pulau Pinang,6232,Nibong Tebal,Kedai Tenaga,KT Nibong Tebal,,18,28/10/2025,21/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,868ad472
343,C343,Pulau Pinang,6260,Pulau Pinang,Kedai Tenaga,KT Jalan Anson,,18,22/10/2025,15/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,8b66f0f8
344,C344,Pulau Pinang,6231,Seberang Jaya,Warehouse,Gudang Simpanan Perai,,18,03/10/2024,27/03/2026,Commissioned,,,365,Manned,,"f1e9ace2 , 8552466e , 17c4f78d-4f21-48ef-932f-3e350d3a3447 , 114781c9-36bb-4dd0-baf1-0b568f4728c3"
345,C345,Pulau Pinang,6260,Pulau Pinang,Kedai Tenaga,KT UTC Pulau Pinang,,18,22/10/2025,15/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
346,C346,Pulau Pinang,6231,Seberang Jaya,Kedai Tenaga,KT Seberang Jaya,,18,21/10/2025,14/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
347,C347,Pulau Pinang,6261,Bayan Baru,Kuarters,Kuarters Sungai Ara,"5.328707, 100.274191",18,,,New,,,,,,11da9064
348,C348,Pulau Pinang,6260,Pulau Pinang,PMU GIS,PMU FARLIM,"5.399032, 100.289455",18,27/11/2025,21/05/2027,Commissioned,1/18/2022,1/18/2023,365,Unmanned,,"ff66a580 , 260a1439 , 9036f038"
349,C349,Pulau Pinang,6231,Seberang Jaya,Pejabat TNB,Wisma Seberang Jaya NERCC,,18,11/11/2025,05/05/2027,Commissioned,,,365,Manned,,5eefb673-1a38-4545-8a1e-20141ad83903
350,C350,Pulau Pinang,6261,Bayan Baru,PMU GIS,PMU GIS BAYAN BARU,"5.317344, 100.295445",18,14/06/2024,06/12/2025,Commissioned,12/4/2023,11/4/2024,365,Unmanned,,"8b86b9cc , 28953c36 , fb84cfc2 , 07add7f9 , 40a64b6f , ec0e790f"
351,C351,Pulau Pinang,6260,Pualu Pinang,PMU GIS,PMU GIS SG. PINANG,"5.407863, 100.324383",18,18/06/2024,10/12/2025,Commissioned,4/14/2023,4/13/2024,365,Unmanned,,"43bc4898 , 7906af58"
352,C352,Pulau Pinang,6231,Seberang Jaya,PPU,"PPU 33/11KV CHAIN FERRY, BUTTERWORTH","5.404728, 100.385814",18,15/04/2025,07/10/2026,Commissioned,,,365,,,"2d7ddf12 , 0018b18f"
353,C353,Pulau Pinang,6231,Seberang Jaya,PMU GIS,PMU GIS SEBERANG JAYA,"5.397691, 100.400487",18,19/06/2024,11/12/2025,Commissioned,4/16/2023,4/15/2024,365,Unmanned,,"8d218608 , 7e2e7ef7 , 63cb3d30-c12a-4c4d-a66d-716629fa2bbd , 0e60275f-1e22-455f-a050-1ff818285bb6"
354,C354,Pulau Pinang,6231,Seberang Jaya,PMU SP,PMU Juru,"5.314430, 100.413442",18,14/08/2024,05/02/2026,Commissioned,,,365,Manned,Auxilliary Police,"eca25f89 , 9eab9f6f , 7dcc7284 , 376fde27-c177-46aa-b852-30f6ca1ccd5b , 2ce4ddc2-ff7f-4c3f-80d4-6c6d13a3c6df"
355,C355,Pulau Pinang,6261,Bayan Baru,PMU GIS,PMU Bayan Mutiara,"5.343430, 100.308113",18,19/09/2025,13/03/2027,Commissioned,4/19/2024,4/19/2025,365,Unmanned,,"80d1b527-3f42-445b-b6c4-9ce7131d6b00 , db40a69e-773c-4eae-a3ab-28393855428c"
356,C356,Pulau Pinang,6232,Nibong Tebal,PMU SP,PMU Bukit Tambun,"5.267697, 100.454537",18,15/08/2024,06/02/2026,Commissioned,,,365,Manned,Auxilliary Police,"9f3ac5d5 , 291172a9 , 71484056 , fea6ed91-cdda-4537-b7bd-e6302b44f9d3 , 1f251061-8faf-4a92-b7db-9c1cf1a778b1"
357,C357,Pulau Pinang,6261,Bayan Baru,PMU SP,PMU Bayan Lepas,"5.294232, 100.293597",18,13/08/2024,04/02/2026,Commissioned,,,365,Manned,Auxilliary Police,"faf89f61 , f08d6fad , 09eab35a-1c91-4311-bfe0-9a70c6470476"
358,C358,Pulau Pinang,6260,Pulau Pinang,PMU GIS,PMU AIR TERJUN,"5.429727, 100.299483",18,28/11/2025,22/05/2027,Commissioned,1/19/2022,1/19/2023,365,Unmanned,,"809cae53 , a1368855 , ab2982f1 , 804ed8af , ac6fcff9 , f2ee9726 , 2cc5f348 , 30dc16af , b9cda161"
359,C359,Selangor,6150,Rawang,Warehouse,Gudang Simpanan Bukit Sentosa 2,,18,17/09/2025,11/03/2027,Commissioned,,,365,Manned,,"e1f338d7 , cdd14ee3-dd23-490b-84d5-ba6aba788305 , ca60d7de-703f-43f9-b3f3-efc93c819b5f"
360,C360,Selangor,6150,Rawang,Warehouse,Gudang Simpanan Bukit Sentosa 1,,18,19/09/2025,13/03/2027,Commissioned,,,365,Manned,,"8b74cda5-2c5b-43b3-b20c-36087f21d10e , a391aa18-987e-4d61-999f-ffb5bd69aa07"
361,C361,Selangor,6143,Pelabuhan Klang,Warehouse,Stor Grid Port Klang,,18,30/06/2025,22/12/2026,Commissioned,,,365,Manned,,"c80dd61f-fb0a-4543-b427-ee2f2a37f41b , a773d579-173b-4cec-bc9c-bed500617db7"
362,C362,Selangor,6160,Shah Alam,Warehouse,Stor Meter Shah Alam,,18,12/09/2025,06/03/2027,Commissioned,,,365,Manned,,884d5983-d918-4c14-9ce6-12d82e5fc9c3
363,C363,Selangor,6160,Shah Alam,Warehouse,Stor Grid Shah Alam,,18,12/09/2025,06/03/2027,Commissioned,,,365,Manned,,8758e16a-84a5-4293-9054-82be123e31af
364,C364,Selangor,6130,Petaling Jaya,PPU,PPU KELANA PUTRA,,18,08/04/2025,30/09/2026,Commissioned,10/30/2024,10/30/2025,365,,,e7e504cd
365,C365,Selangor,6130,Petaling Jaya,PPU,PPU 33/11KV TROPICANA,"3.131107, 101.595381",18,10/04/2025,02/10/2026,Commissioned,4/11/2024,4/11/2025,365,Unmanned,,"50f49b43 , 19c4292f , 6a6b2186"
366,C366,Selangor,6141,Kuala Selangor,PPU,PPU SEKINCHAN,"3.515654, 101.096048",18,14/04/2025,06/10/2026,Commissioned,6/11/2024,6/11/2025,365,,,"c97fe625 , 13bf3ac1 , 86a569a0"
367,C367,Selangor,6180,Bangi,Pejabat TNB,Wisma TNB Bangi,"2.949011, 101.762071",18,,,New,,,,,,73ad35f5
368,C368,Selangor,6140,Klang,Pejabat TNB,KRCC (BCC),,18,15/11/2023,08/05/2025,Commissioned,,,365,Manned,,"b88d9f2e-422f-4672-bd7c-7dd8d5e258be , 5bb48ad8-19f5-43ed-be1f-70ea71d83142"
369,C369,Selangor,6140,Klang,Warehouse,Stor Klang,,18,17/05/2024,08/11/2025,Commissioned,,,365,Manned,,"78d540e2-e49f-4fb7-a55d-cbcb3fd532e3 , 272acf77-b915-4d69-bc73-de61538b1826"
370,C370,Selangor,6143,Pelabuhan Klang,Warehouse,Stor Port Klang,,18,30/06/2025,22/12/2026,Commissioned,,,365,Manned,,"905bff36-be80-470b-ae7c-863838dfc17d , 9395d3a7-b330-43f2-b948-bf7616009fca"
371,C371,Selangor,6142,Banting,Warehouse,Stor Banting,,18,01/07/2025,23/12/2026,Commissioned,,,365,Manned,,"73055cc4-1949-4e54-ba94-3ea796b686fc , b480cb34-e769-4f4f-9a71-721e79028bc8"
372,C372,Selangor,6180,Bangi,Warehouse,Stor Bangi,,18,13/01/2026,07/07/2027,Commissioned,,,365,Manned,,"a8f2ce91 , fda238e0-b3c9-4b48-a57e-9b0ae929d0d1 , d0c019e2-aeea-4408-8851-7a27460cd4b1"
373,C373,Selangor,6150,Rawang,Warehouse,Stor Tiang Bukit Sentosa,,18,24/06/2025,16/12/2026,Commissioned,,,365,Manned,,"dbadd0ab-8ce9-44e0-b105-895dfd21d8aa , 7ec51392-21a7-473b-88d2-99f553615414"
374,C374,Selangor,6130,Petaling Jaya,Pejabat TNB,Wisma Jalan Timur,,18,08/05/2025,30/10/2026,Commissioned,,,365,Manned,,"1538c957 , 466dcc80-2b48-4ea7-af3a-88b6a30b75a5 , 99056d3c-2b59-4e59-928b-8340390eb24e"
375,C375,Selangor,6180,Bangi,Pejabat TNB,Pejabat Danim GIS,"2.949162, 101.762223",18,01/01/2020,24/06/2021,Commissioned,,,365,Manned,,"923b424a-46fd-4bb2-8eaa-b3ea69dc350a , cae2a4a3-6a65-4e3c-99ee-997f3b2e7e30"
376,C376,Selangor,6142,Banting,PPU,PPU 33kV Telok Panglima Garang No. 1,"2.924057, 101.473295",18,08/02/2025,02/08/2026,Commissioned,2/8/2024,2/8/2025,365,Unmanned,,"fe2ede3e-ec05-49bc-a1bb-02fa75b391c9 , 475c2112-cb36-4d51-859b-1f15cb0142af"
377,C377,Selangor,6142,Banting,PPU,PPU SG MANGGIS,"2.831858, 101.533186",18,24/03/2025,15/09/2026,Commissioned,5/11/2024,5/11/2025,365,,,"6ca9c60e , 239dcae2"
378,C378,Selangor,6160,Shah Alam,Bilik Senjata,Bilik Senjata Shah Alam,"3.074744, 101.525853",18,29/09/2025,23/03/2027,Commissioned,,,365,,,
379,C379,Selangor,6180,Bangi,PMU GIS,PMU Serdang Raya,"3.012008, 101.714011",18,09/06/2025,01/12/2026,Commissioned,4/4/2024,4/4/2025,365,Unmanned,,"066c5570 , 7a7f6c4e , 99aafde8-5f82-4fdf-9863-d66a113711b8 , 55569a07-c7e0-45b9-8c4d-722c4e74d08d"
380,C380,Selangor,6141,Kuala Selangor,PPU,PPU Puncak Alam,,18,10/02/2025,04/08/2026,Commissioned,5/28/2024,5/28/2025,365,Unmanned,,"e4bbcdae , 5b609c62-cca4-498e-8770-81d06c30aaeb , 3ce4ce3a-e1ad-48c0-ac2c-a8cf903509f7"
381,C381,Selangor,6160,Shah Alam,PMU GIS,PMU LRT Seksyen 2,,18,25/04/2025,17/10/2026,Commissioned,,,365,,,2998c6d9
382,C382,Selangor,6140,Klang,Bilik Senjata,Bilik Senjata CBPS,,18,01/01/2020,24/06/2021,Commissioned,,,365,Manned,Auxilliary Police,"c3db100b-3a7d-4a01-a9ff-40071f20f569 , c1ef2382-c94a-405e-b629-157c9cc1b5dd"
383,C383,Selangor,6130,Petaling Jaya,Careline,Careline Menara PKNS,"3.099874, 101.642611",18,24/10/2024,17/04/2026,Commissioned,,,,,,
384,C384,Selangor,6180,Bangi,Control Centre,Security Fusion Centre,"2.963449, 101.726045",18,01/01/2020,24/06/2021,Commissioned,,,,,,"1ee66953 , 1d2edeea , 64354f3a , e596e5db , 5f309b4b , 46afb11b"
385,C385,Selangor,6141,Kuala Selangor,Kedai Tenaga,KT Kuala Selangor,,18,09/12/2025,02/06/2027,Commissioned,12/30/2016,,365,Manned,Private Security,5b065729
386,C386,Selangor,6142,Banting,Kedai Tenaga,KT Banting,,18,30/10/2025,23/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,d44c90ae
387,C387,Selangor,6160,Shah Alam,Kedai Tenaga,KT Shah Alam,,18,28/10/2025,21/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
388,C388,Selangor,6150,Rawang,Kedai Tenaga,KT Rawang,,18,31/10/2025,24/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,e0881b49
389,C389,Selangor,6143,Pelabuhan Klang,Kedai Tenaga,KT Pelabuhan Klang,,18,28/10/2025,21/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,"7eadaa40 , cc5ae3f7-0f60-48e7-898d-d58c8452f369 , 5242af6d-1f45-42d9-976c-0d1ff5b02925"
390,C390,Selangor,6140,Klang,Kedai Tenaga,KT Klang,,18,27/10/2025,20/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,e768da22-6b0f-486d-a1ff-fe7fb0d1ebf9
391,C391,Selangor,6153,Cheras,Kedai Tenaga,KT Cheras,,18,29/10/2025,22/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,"a6a15a6d , 115ff3ed-dcfd-406a-acb9-a426f9327826"
392,C392,Selangor,6132,Puchong,Kedai Tenaga,KT Puchong,,18,27/10/2025,20/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,70d83481-7fa3-401e-a5ef-223f11caa87d
393,C393,Selangor,6180,Bangi,Kedai Tenaga,KT Kajang,,18,29/10/2025,22/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
394,C394,Selangor,6144,TNB Sungai Besar,Kedai Tenaga,KT Sungai Besar,,18,31/10/2025,24/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
395,C395,Selangor,6147,Sepang,Kedai Tenaga,KT Sepang,,18,30/10/2025,23/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
396,C396,Selangor,6131,Subang Jaya,Kedai Tenaga,KT Subang Jaya,,18,28/10/2025,21/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
397,C397,Selangor,6130,Petaling Jaya,Kedai Tenaga,KT Petaling Jaya,,18,27/10/2025,20/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,"5aa97b3b , dc216506 , 17af8f66"
398,C398,Selangor,6130,Petaling Jaya,Kuarters,Kuarters Kelana Jaya,,18,01/01/2020,24/06/2021,Commissioned,,,365,Manned,Private Security,"7c03855c , c8350562-c2e0-49e0-bd3b-0a04569351d8 , 5f600e1d-5bc1-48c7-9575-db9e14a9de4a"
399,C399,Selangor,6180,Bangi,Kedai Tenaga,KT Bangi,,18,29/10/2025,22/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,fac2caab
400,C400,Selangor,6131,Subang Jaya,PMU GIS,PMU Glenmarie,"3.096236, 101.588722",18,19/03/2025,10/09/2026,Commissioned,,,365,,,d9d36fca
401,C401,Selangor,6160,Shah Alam,PMU GIS,PMU SHAH ALAM WEST (SHAW),"3.092387, 101.506044",18,01/12/2025,25/05/2027,Commissioned,4/15/2022,4/15/2023,365,Unmanned,,"be7f8107 , ca0fedc0 , 326bbd0d"
402,C402,Selangor,6130,Petaling Jaya,PPU,PPU Kelana Center Point,,18,04/11/2025,28/04/2027,Commissioned,3/14/2019,,365,Unmanned,,"e3de34b3 , 323f6531 , 492e33dd , 9f234bb3 , 83b9d4b1 , c29a99e2 , 90ec43bc-fb3d-436f-8eab-d50aca70e905 , 80837862-2d24-4e8a-a315-9d631981d527"
403,C403,Selangor,6140,Klang,PPU,PPU Tiara Etika,"3.138020, 101.404110",18,31/10/2025,24/04/2027,Commissioned,3/14/2019,,365,Unmanned,,"556563b4 , 2033104c , 1bcb8eb1 , a10b0bb7-8715-44ff-ad04-9b96b0763cb9 , 81ba3b8c-a73f-42dc-b647-a69310ce401f"
404,C404,Selangor,6132,Puchong,PPU,PPU Taman Perindustrian Puchong,"3.029097, 101.609734",18,28/10/2025,21/04/2027,Commissioned,3/1/2020,,365,Unmanned,,"81f8cd27 , 20af18b4 , 1f308c9c , 261c63f5 , 07fe3444 , f35512f2 , 9d9f54ca-653c-4266-8bd5-516ea2e14d65 , 4df2f5e4-fe59-4a59-9751-9d6b84e35b88"
405,C405,Selangor,6132,Puchong,PPU,PPU Taman Mas,"2.971127, 101.581181",18,28/10/2025,21/04/2027,Commissioned,3/1/2020,,365,Unmanned,,"7dca29b8 , e6eff7bf , 7148795d , 08da732a , 5dd7eab3 , e4318650-d99f-4117-89a4-f1828a781cad , 7b1bf1d3-8b80-4950-b38d-145e8fe29e9b"
406,C406,Selangor,6142,Banting,PPU,PPU Sungai Emas Banting,"2.821954, 101.533176",18,07/11/2025,01/05/2027,Commissioned,3/1/2020,,365,Unmanned,,"537ab266 , 30d6ca8e , c510e482 , 72024d7d , c1df61f4-b2e7-464c-b15b-0e82ca7322b9 , 2501067f-a28b-4e88-8fa3-44a1af878620"
407,C407,Selangor,6180,Bangi,PMU GIS,PMU Bukit Serdang,"3.012782, 101.700118",18,14/03/2025,05/09/2026,Commissioned,,,365,,,3c7912a1
408,C408,Selangor,6160,Shah Alam,PPU,PPU Seksyen 16 Shah Alam,"3.058513, 101.493958",18,30/10/2025,23/04/2027,Commissioned,3/1/2020,,365,Unmanned,,"068a0ab9 , 19fa0e29 , fa1cbdc0 , a2925eca , 3f2e3418 , 294b22ac , ce30b6ff , acd33569 , bfd3f188 , a1e0c290 , 1ae82f11 , cf248b34-642f-45ad-aca7-6aec4fd2a3b6 , 005b649a-cba7-4fb0-9445-6c24101eed96"
409,C409,Selangor,6160,Shah Alam,PPU,PPU Seksyen 13 Shah Alam,"3.071808, 101.540224",18,30/10/2025,23/04/2027,Commissioned,3/1/2020,,365,Unmanned,,"9b6d7d2b , 74837873 , 5bd875e7 , 762924d2 , 1cd1fb2b , bf542863 , fb5c6512 , d70563fd , ae2d107f-6ca6-47c8-8e39-01f46673fb66 , ad5c3fe3-fcdb-472f-b677-f8bfd308121c"
410,C410,Selangor,6130,Petaling Jaya,PPU,PPU Dataran Prima,"3.118966, 101.595690",18,11/11/2025,05/05/2027,Commissioned,3/1/2020,,365,Unmanned,,"8fe05886-3165-4586-ad50-987ad59a84c0 , 43d8cc21-2220-4574-92fd-fe6ca6d1f53f"
411,C411,Selangor,6130,Petaling Jaya,PPU,PPU Temasya,"3.082500, 101.567553",18,04/11/2025,28/04/2027,Commissioned,3/14/2019,,365,Unmanned,,"2e9ca763 , 990247af , 644966b2 , e3e28957 , ae776bc9 , 337bfe76 , 54a8785f , 63f9d203-5c41-40dd-bbca-16b3258c45e2 , 291ae341-047f-4258-a305-17fd327c1667"
